pair,framing,class,n,metric,base,delta,lo,hi,sig
prompt0 → prompt1 (floor),real,refuse_both,91,density_norm,2.1411885684654566,-0.006729799654231207,-0.2144723754740923,0.20249273774524476,False
prompt0 → prompt1 (floor),real,refuse_both,91,n_norm,5.076923076923077,0.01098901098901099,-0.5604395604395604,0.5936813186813171,False
prompt0 → prompt1 (floor),real,refuse_both,91,n_testlex_total,1.6483516483516483,-0.01098901098901099,-0.34093406593406594,0.2967032967032967,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_deduction_nontest,3.555305478314836,-0.08149628294986982,-0.31059124853025183,0.16785797150804688,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_adding-knowledge_nontest,1.81729800269182,0.046709764373566526,-0.11491700248912416,0.21087927897732697,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_uncertainty-estimation_nontest,0.3194981853155711,0.03367214567514355,-0.09169370017485139,0.15877768757529848,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_backtracking_nontest,0.14260877195200283,-0.04230785157929217,-0.10508280849101205,0.023729397349880492,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_example-testing_nontest,0.027041809646531318,-0.0018776523600250367,-0.03380243812454793,0.027141406865651384,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_initializing_nontest,0.6053344020497405,0.02206095478177262,-0.07134082641935983,0.11001942202768117,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_deduction_testlex,0.3791058796305436,0.04608421793684619,-0.06773489321505057,0.1607953811996726,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_adding-knowledge_testlex,0.07149496997002586,-0.02101904216150019,-0.06533990007065889,0.023574192520079102,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_uncertainty-estimation_testlex,0.18783435437210927,-0.001921357740979577,-0.0822668495360953,0.07431531551648941,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_backtracking_testlex,0.007277567222484125,-0.0023497596040935463,-0.01603375127747296,0.011883947660182026,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_example-testing_testlex,0.004884004884004884,0.005450488209108899,-0.014099693410038236,0.03100347927934135,False
prompt0 → prompt1 (floor),real,refuse_both,91,density_initializing_testlex,0.0,0.005308700960874874,0.0,0.01592610288262462,False
prompt0 → prompt1 (floor),real,refuse_both,91,n_deduction,9.43956043956044,-0.08791208791208792,-0.9343406593406594,0.8681318681318682,False
prompt0 → prompt1 (floor),real,refuse_both,91,n_adding-knowledge,4.43956043956044,0.03296703296703297,-0.34093406593406594,0.4175824175824176,False
prompt0 → prompt1 (floor),real,refuse_both,91,n_uncertainty-estimation,1.2967032967032968,0.08791208791208792,-0.3626373626373626,0.4945054945054945,False
prompt0 → prompt1 (floor),real,refuse_both,91,n_backtracking,0.3516483516483517,-0.08791208791208792,-0.24175824175824176,0.06593406593406594,False
prompt0 → prompt1 (floor),real,refuse_both,91,n_example-testing,0.08791208791208792,0.02197802197802198,-0.07719780219780219,0.13186813186813187,False
prompt0 → prompt1 (floor),real,refuse_both,91,n_initializing,1.3846153846153846,0.07692307692307693,-0.16483516483516483,0.3076923076923077,False
prompt0 → prompt1 (floor),real,comply_both,26,words,402.15384615384613,-49.15384615384615,-222.4951923076923,85.63076923076893,False
prompt0 → prompt1 (floor),real,comply_both,26,density_norm,0.5871465276566664,0.20123263755040988,0.005941294829300117,0.38262219192130986,True
prompt0 → prompt1 (floor),real,comply_both,26,n_norm,2.1153846153846154,0.38461538461538464,-0.34615384615384615,1.1153846153846154,False
prompt0 → prompt1 (floor),real,comply_both,26,n_testlex_total,1.2307692307692308,0.4230769230769231,-0.11538461538461539,1.0,False
prompt0 → prompt1 (floor),real,comply_both,26,density_deduction_nontest,3.761028016505395,-0.05366917040809295,-0.5218389559794733,0.3634715766644712,False
prompt0 → prompt1 (floor),real,comply_both,26,density_adding-knowledge_nontest,1.648846005205337,0.15087890879404015,-0.12665526433278648,0.4457583379728539,False
prompt0 → prompt1 (floor),real,comply_both,26,density_uncertainty-estimation_nontest,0.668094990389148,-0.15999449607686242,-0.39915883324232015,0.08612599236282995,False
prompt0 → prompt1 (floor),real,comply_both,26,density_backtracking_nontest,0.22953648841133406,-0.06177746656983285,-0.22369421540664444,0.0870069028885267,False
prompt0 → prompt1 (floor),real,comply_both,26,density_example-testing_nontest,0.22469069281441986,0.03345795314874873,-0.11497613175719339,0.1732519656189344,False
prompt0 → prompt1 (floor),real,comply_both,26,density_initializing_nontest,0.36191774810818084,0.13901406615639644,0.03872294545092313,0.24401389197772239,True
prompt0 → prompt1 (floor),real,comply_both,26,density_deduction_testlex,0.14274843792958447,0.033979127914236636,-0.06599786902532169,0.1385803437161876,False
prompt0 → prompt1 (floor),real,comply_both,26,density_adding-knowledge_testlex,0.06440329486610948,0.033802137923630265,-0.044736416443846384,0.10764063098324747,False
prompt0 → prompt1 (floor),real,comply_both,26,density_uncertainty-estimation_testlex,0.16988235404920113,0.02011888803700295,-0.1207433211875083,0.15078768036560836,False
prompt0 → prompt1 (floor),real,comply_both,26,density_backtracking_testlex,0.005169561621174524,0.031071749381866375,-0.005169561621174524,0.0745370109605568,False
prompt0 → prompt1 (floor),real,comply_both,26,density_example-testing_testlex,0.0,0.0,0.0,0.0,False
prompt0 → prompt1 (floor),real,comply_both,26,density_initializing_testlex,0.0,0.0,0.0,0.0,False
prompt0 → prompt1 (floor),real,comply_both,26,n_deduction,14.423076923076923,-0.9230769230769231,-5.2317307692307695,3.1153846153846154,False
prompt0 → prompt1 (floor),real,comply_both,26,n_adding-knowledge,6.461538461538462,-0.38461538461538464,-2.0778846153846153,1.1923076923076923,False
prompt0 → prompt1 (floor),real,comply_both,26,n_uncertainty-estimation,3.6153846153846154,-0.8461538461538461,-3.423076923076923,1.5769230769230769,False
prompt0 → prompt1 (floor),real,comply_both,26,n_backtracking,1.7692307692307692,-0.7307692307692307,-3.3846153846153846,1.1548076923076869,False
prompt0 → prompt1 (floor),real,comply_both,26,n_example-testing,0.8846153846153846,-0.11538461538461539,-0.6923076923076923,0.38461538461538464,False
prompt0 → prompt1 (floor),real,comply_both,26,n_initializing,1.1538461538461537,0.46153846153846156,0.11538461538461539,0.8846153846153846,True
prompt0 → prompt1 (floor),real,gained,18,words,260.6111111111111,151.11111111111111,39.772222222222226,319.11527777777775,True
prompt0 → prompt1 (floor),real,gained,18,density_norm,1.9135202417620816,-1.1663178838588146,-1.528774060223111,-0.7650829069234373,True
prompt0 → prompt1 (floor),real,gained,18,n_norm,4.944444444444445,-2.4444444444444446,-3.6125,-1.2222222222222223,True
prompt0 → prompt1 (floor),real,gained,18,n_testlex_total,2.0555555555555554,-0.4444444444444444,-1.1666666666666667,0.2777777777777778,False
prompt0 → prompt1 (floor),real,gained,18,density_deduction_nontest,3.433394288104049,-0.10285702477341634,-0.6964537024019388,0.512919620912643,False
prompt0 → prompt1 (floor),real,gained,18,density_adding-knowledge_nontest,1.6669164060717192,0.0007210432064103101,-0.4447312416221229,0.4422831750021432,False
prompt0 → prompt1 (floor),real,gained,18,density_uncertainty-estimation_nontest,0.3645184281948508,0.19257541462903527,-0.10859953831516701,0.45234437215386875,False
prompt0 → prompt1 (floor),real,gained,18,density_backtracking_nontest,0.10552264919228214,0.17477627915989272,0.02197728878255496,0.3321734982511521,True
prompt0 → prompt1 (floor),real,gained,18,density_example-testing_nontest,0.04258812246523461,0.2667576286362249,0.10250004134449364,0.4653660185995491,True
prompt0 → prompt1 (floor),real,gained,18,density_initializing_nontest,0.5187152344682763,-0.10147009697070705,-0.2859949308743935,0.10498206006471417,False
prompt0 → prompt1 (floor),real,gained,18,density_deduction_testlex,0.5006416617615235,-0.297043573986447,-0.558318419059211,-0.044630164127835034,True
prompt0 → prompt1 (floor),real,gained,18,density_adding-knowledge_testlex,0.051405554616641314,0.0287997001888957,-0.07776404576621646,0.13065590580576056,False
prompt0 → prompt1 (floor),real,gained,18,density_uncertainty-estimation_testlex,0.22716844086087143,-0.08727725097116404,-0.2047861049843585,0.03100888322723515,False
prompt0 → prompt1 (floor),real,gained,18,density_backtracking_testlex,0.0,0.014894250819183795,0.0,0.04468275245755139,False
prompt0 → prompt1 (floor),real,gained,18,density_example-testing_testlex,0.0,0.0,0.0,0.0,False
prompt0 → prompt1 (floor),real,gained,18,density_initializing_testlex,0.0,0.0,0.0,0.0,False
prompt0 → prompt1 (floor),real,gained,18,n_deduction,10.277777777777779,4.111111111111111,-0.5555555555555556,9.945833333333326,False
prompt0 → prompt1 (floor),real,gained,18,n_adding-knowledge,4.222222222222222,2.111111111111111,0.6111111111111112,4.111111111111111,True
prompt0 → prompt1 (floor),real,gained,18,n_uncertainty-estimation,1.7222222222222223,1.4444444444444444,-0.3333333333333333,4.055555555555555,False
prompt0 → prompt1 (floor),real,gained,18,n_backtracking,0.2777777777777778,1.3333333333333333,0.27638888888888896,3.0555555555555554,True
prompt0 → prompt1 (floor),real,gained,18,n_example-testing,0.1111111111111111,1.0555555555555556,0.3888888888888889,1.8888888888888888,True
prompt0 → prompt1 (floor),real,gained,18,n_initializing,1.2777777777777777,0.05555555555555555,-0.3888888888888889,0.5555555555555556,False
prompt0 → prompt1 (floor),fake,all,149,words,367.18120805369125,-22.06040268456376,-78.8224832214765,27.75318791946308,False
prompt0 → prompt1 (floor),fake,all,149,density_norm,1.1366115427463999,0.06664640950303326,-0.10354081232682213,0.2479605504489041,False
prompt0 → prompt1 (floor),fake,all,149,n_norm,3.1543624161073827,0.06711409395973154,-0.35587248322147647,0.5033557046979866,False
prompt0 → prompt1 (floor),fake,all,149,n_testlex_total,1.9261744966442953,-0.2348993288590604,-0.5840604026845638,0.12768456375838835,False
prompt0 → prompt1 (floor),fake,all,149,density_deduction_nontest,3.5996531309472863,0.05083883852539159,-0.15521445300864004,0.24992077279666688,False
prompt0 → prompt1 (floor),fake,all,149,density_adding-knowledge_nontest,1.5855958083531962,0.07347465041580777,-0.06997897388834053,0.21694886742135092,False
prompt0 → prompt1 (floor),fake,all,149,density_uncertainty-estimation_nontest,0.5672106716939538,-0.016970636022360784,-0.11716617923362874,0.08056957278194624,False
prompt0 → prompt1 (floor),fake,all,149,density_backtracking_nontest,0.176954559199931,0.022052542789989752,-0.0307330543119405,0.07205666906008551,False
prompt0 → prompt1 (floor),fake,all,149,density_example-testing_nontest,0.17581356270663004,-0.008630237119118901,-0.06802729659632506,0.051865565857091005,False
prompt0 → prompt1 (floor),fake,all,149,density_initializing_nontest,0.5273132768076998,-0.03663929801111891,-0.10891416660655917,0.032219321447927274,False
prompt0 → prompt1 (floor),fake,all,149,density_deduction_testlex,0.34991312698624766,-0.027410611169369412,-0.10267359123152808,0.05037997141424733,False
prompt0 → prompt1 (floor),fake,all,149,density_adding-knowledge_testlex,0.06788425272471992,0.023583934754372957,-0.015483285112241996,0.06533576745415962,False
prompt0 → prompt1 (floor),fake,all,149,density_uncertainty-estimation_testlex,0.1424053471183065,0.015713264292772935,-0.036932425630635445,0.06747456631173272,False
prompt0 → prompt1 (floor),fake,all,149,density_backtracking_testlex,0.008206778398476737,-0.004827610800945035,-0.014148606972396977,0.0036325167434074477,False
prompt0 → prompt1 (floor),fake,all,149,density_example-testing_testlex,0.017289643272536192,-0.011982799668712723,-0.02812664932100941,0.001061853954332394,False
prompt0 → prompt1 (floor),fake,all,149,density_initializing_testlex,0.0031538167730670594,-0.0012579384126226655,-0.004092322802422655,0.0003185075645546584,False
prompt0 → prompt1 (floor),fake,all,149,n_deduction,13.63758389261745,-0.2684563758389262,-2.067281879194631,1.5840604026845628,False
prompt0 → prompt1 (floor),fake,all,149,n_adding-knowledge,5.4630872483221475,-0.10067114093959731,-0.7719798657718121,0.5771812080536913,False
prompt0 → prompt1 (floor),fake,all,149,n_uncertainty-estimation,3.2416107382550337,-0.1476510067114094,-1.0335570469798658,0.6510067114093959,False
prompt0 → prompt1 (floor),fake,all,149,n_backtracking,0.8322147651006712,-0.026845637583892617,-0.3624161073825503,0.2684563758389262,False
prompt0 → prompt1 (floor),fake,all,149,n_example-testing,0.8120805369127517,-0.16778523489932887,-0.4563758389261745,0.11409395973154363,False
prompt0 → prompt1 (floor),fake,all,149,n_initializing,1.5503355704697988,-0.19463087248322147,-0.3959731543624161,0.00016778523489841327,False
prompt0 → prompt1 (floor),fake,refuse_both,45,words,280.8222222222222,4.977777777777778,-68.20944444444444,64.20833333333329,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_norm,2.0667426507431284,-0.12738204893342464,-0.43421554295608183,0.180991815901702,False
prompt0 → prompt1 (floor),fake,refuse_both,45,n_norm,4.933333333333334,0.022222222222222223,-0.845,0.8444444444444444,False
prompt0 → prompt1 (floor),fake,refuse_both,45,n_testlex_total,2.2,-0.044444444444444446,-0.8888888888888888,0.7111111111111111,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_deduction_nontest,3.297076939718591,0.07191644879074832,-0.30024812508248067,0.4507291105835939,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_adding-knowledge_nontest,1.7420425503387766,0.03924970425264964,-0.18727000947639313,0.2800650280864909,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_uncertainty-estimation_nontest,0.4821148196501908,-0.016480405366210506,-0.20173926352597657,0.15563858693962979,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_backtracking_nontest,0.12503334539121586,0.035906407719240085,-0.04802370049337739,0.12601769816387667,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_example-testing_nontest,0.0,0.030998561868221648,0.0013854253255749516,0.06748589638422992,True
prompt0 → prompt1 (floor),fake,refuse_both,45,density_initializing_nontest,0.625159446324297,-0.08111031838262914,-0.1928723568716997,0.03926054996693476,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_deduction_testlex,0.5560297116619604,-0.003711840875869601,-0.18398245348906675,0.17413018598733176,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_adding-knowledge_testlex,0.07298326059653767,0.006584803341358844,-0.06521749745144705,0.08156563749721174,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_uncertainty-estimation_testlex,0.15712376978048206,0.01652835422911587,-0.1042734764821669,0.14070493863260025,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_backtracking_testlex,0.007558578987150415,-0.0018164027023384723,-0.022675736961451247,0.01722652885443583,False
prompt0 → prompt1 (floor),fake,refuse_both,45,density_example-testing_testlex,0.03879208946145392,-0.03879208946145392,-0.08045875612812058,-0.00719165767709457,True
prompt0 → prompt1 (floor),fake,refuse_both,45,density_initializing_testlex,0.004516711833785004,-0.004516711833785004,-0.013550135501355013,0.0,False
prompt0 → prompt1 (floor),fake,refuse_both,45,n_deduction,10.555555555555555,0.5777777777777777,-3.0894444444444447,3.889999999999994,False
prompt0 → prompt1 (floor),fake,refuse_both,45,n_adding-knowledge,4.622222222222222,0.08888888888888889,-1.0677777777777777,1.0888888888888888,False
prompt0 → prompt1 (floor),fake,refuse_both,45,n_uncertainty-estimation,2.5555555555555554,0.044444444444444446,-0.9777777777777777,0.9777777777777777,False
prompt0 → prompt1 (floor),fake,refuse_both,45,n_backtracking,0.4888888888888889,-0.022222222222222223,-0.4666666666666667,0.3333333333333333,False
prompt0 → prompt1 (floor),fake,refuse_both,45,n_example-testing,0.08888888888888889,0.022222222222222223,-0.1111111111111111,0.17777777777777778,False
prompt0 → prompt1 (floor),fake,refuse_both,45,n_initializing,1.4222222222222223,-0.1111111111111111,-0.4,0.17777777777777778,False
prompt0 → prompt1 (floor),fake,comply_both,56,words,401.51785714285717,-13.482142857142858,-72.14553571428571,47.57589285714283,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_norm,0.43623268903679635,0.13639156622430787,0.010913673249228503,0.2660809295527026,True
prompt0 → prompt1 (floor),fake,comply_both,56,n_norm,1.5892857142857142,0.30357142857142855,-0.08928571428571429,0.6964285714285714,False
prompt0 → prompt1 (floor),fake,comply_both,56,n_testlex_total,1.4821428571428572,0.017857142857142856,-0.48214285714285715,0.5357142857142857,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_deduction_nontest,3.927377685466786,-0.04676105481946817,-0.41429924161116916,0.30393261908488645,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_adding-knowledge_nontest,1.4385701820547045,0.028646070678277544,-0.2123801940793365,0.27684025411619334,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_uncertainty-estimation_nontest,0.6144450221875459,-0.004159963248698896,-0.13747311409552054,0.13843385389699722,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_backtracking_nontest,0.21568796183249475,0.006756249679083892,-0.07801263618013733,0.08664255892656733,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_example-testing_nontest,0.3229834086705191,-0.0015450462927196881,-0.12551515622182804,0.11607370673906106,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_initializing_nontest,0.5016553358984875,-0.08872425832718789,-0.21513992014359376,0.021128877969636545,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_deduction_testlex,0.1975626922041593,-0.020977024405342763,-0.11183469009259334,0.06758361065029135,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_adding-knowledge_testlex,0.05497562938429362,0.05496224657622611,-0.005107656482845482,0.11785893756618815,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_uncertainty-estimation_testlex,0.10972843747480121,0.03940464697591169,-0.028914305998428085,0.11267123454700684,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_backtracking_testlex,0.008233433660188954,-0.008233433660188954,-0.023388240520820874,0.0,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_example-testing_testlex,0.010043148341020682,-0.0053928507219730614,-0.023885688779305803,0.01015150075987842,False
prompt0 → prompt1 (floor),fake,comply_both,56,density_initializing_testlex,0.0,0.0,0.0,0.0,False
prompt0 → prompt1 (floor),fake,comply_both,56,n_deduction,15.678571428571429,-0.5535714285714286,-2.7504464285714287,1.7683035714285689,False
prompt0 → prompt1 (floor),fake,comply_both,56,n_adding-knowledge,5.678571428571429,-0.08928571428571429,-1.2678571428571428,1.0535714285714286,False
prompt0 → prompt1 (floor),fake,comply_both,56,n_uncertainty-estimation,3.232142857142857,0.21428571428571427,-0.7857142857142857,1.2861607142857119,False
prompt0 → prompt1 (floor),fake,comply_both,56,n_backtracking,0.9821428571428571,0.125,-0.32142857142857145,0.625,False
prompt0 → prompt1 (floor),fake,comply_both,56,n_example-testing,1.2678571428571428,-0.08928571428571429,-0.5892857142857143,0.39285714285714285,False
prompt0 → prompt1 (floor),fake,comply_both,56,n_initializing,1.7142857142857142,-0.375,-0.7857142857142857,-0.017857142857142856,True
prompt0 → prompt1 (floor),fake,gained,20,words,262.75,210.2,72.19625,392.6824999999998,True
prompt0 → prompt1 (floor),fake,gained,20,density_norm,1.8995780989927475,-1.3826799941389978,-1.7112409360811958,-1.062824559935598,True
prompt0 → prompt1 (floor),fake,gained,20,n_norm,4.95,-3.05,-4.05,-1.95,True
prompt0 → prompt1 (floor),fake,gained,20,n_testlex_total,2.0,-0.5,-1.35125,0.4,False
prompt0 → prompt1 (floor),fake,gained,20,density_deduction_nontest,3.462928859170782,0.3175368856516065,-0.09336444870705782,0.6988218085299855,False
prompt0 → prompt1 (floor),fake,gained,20,density_adding-knowledge_nontest,1.8276159840142694,-0.12114239931768052,-0.5381331285849544,0.27492722289634824,False
prompt0 → prompt1 (floor),fake,gained,20,density_uncertainty-estimation_nontest,0.42705382833319094,0.26475022403855536,0.008070460771412415,0.5284402365885553,True
prompt0 → prompt1 (floor),fake,gained,20,density_backtracking_nontest,0.1780273046354851,0.02222213397452625,-0.14260341031390217,0.19279301329789636,False
prompt0 → prompt1 (floor),fake,gained,20,density_example-testing_nontest,0.0,0.2352557668061066,0.11635312859927478,0.36278938697012664,True
prompt0 → prompt1 (floor),fake,gained,20,density_initializing_nontest,0.5244758550662347,-0.08508925554740737,-0.24809309808496863,0.07941498092192467,False
prompt0 → prompt1 (floor),fake,gained,20,density_deduction_testlex,0.4271760346761348,-0.26245844507023147,-0.48422676338861365,-0.033306283475199275,True
prompt0 → prompt1 (floor),fake,gained,20,density_adding-knowledge_testlex,0.023148148148148147,0.1155679866031442,0.0013011682379523897,0.24702762933813913,True
prompt0 → prompt1 (floor),fake,gained,20,density_uncertainty-estimation_testlex,0.21260255081804286,-0.13405621418327812,-0.2607947107612519,0.0004915994675474465,False
prompt0 → prompt1 (floor),fake,gained,20,density_backtracking_testlex,0.0,0.012254901960784314,0.0,0.036764705882352935,False
prompt0 → prompt1 (floor),fake,gained,20,density_example-testing_testlex,0.0,0.026515151515151512,0.0,0.07121212121212121,False
prompt0 → prompt1 (floor),fake,gained,20,density_initializing_testlex,0.013333333333333332,0.0007909604519774016,0.0,0.002372881355932205,False
prompt0 → prompt1 (floor),fake,gained,20,n_deduction,10.15,7.4,3.0987500000000003,12.602499999999987,True
prompt0 → prompt1 (floor),fake,gained,20,n_adding-knowledge,4.65,2.65,0.95,4.5,True
prompt0 → prompt1 (floor),fake,gained,20,n_uncertainty-estimation,1.8,2.9,0.75,5.85,True
prompt0 → prompt1 (floor),fake,gained,20,n_backtracking,0.45,0.6,-0.05,1.3,False
prompt0 → prompt1 (floor),fake,gained,20,n_example-testing,0.0,1.15,0.6,1.8,True
prompt0 → prompt1 (floor),fake,gained,20,n_initializing,1.35,0.2,-0.2,0.6,False
baseline0 → prompt0,real,all,149,words,285.4429530201342,0.1476510067114094,-43.33909395973155,43.01593959731542,False
baseline0 → prompt0,real,all,149,density_norm,1.885102503744815,-0.15460362114559842,-0.3465078710397063,0.04790573133675726,False
baseline0 → prompt0,real,all,149,n_norm,4.718120805369128,-0.348993288590604,-0.825503355704698,0.14110738255033464,False
baseline0 → prompt0,real,all,149,n_testlex_total,0.9530201342281879,0.6845637583892618,0.4429530201342282,0.9261744966442953,True
baseline0 → prompt0,real,all,149,density_deduction_nontest,3.6843046374705892,-0.11879669460239436,-0.3182744527007269,0.07765672278373567,False
baseline0 → prompt0,real,all,149,density_adding-knowledge_nontest,1.7458717045858094,0.005036694936782239,-0.12220034801748493,0.13534981368350393,False
baseline0 → prompt0,real,all,149,density_uncertainty-estimation_nontest,0.4251730948145216,-0.0004781292909288304,-0.10976780437452284,0.09985815739006346,False
baseline0 → prompt0,real,all,149,density_backtracking_nontest,0.15209695059163786,0.0003793649059002417,-0.05391477763299673,0.053275930295717554,False
baseline0 → prompt0,real,all,149,density_example-testing_nontest,0.07836058558407699,0.0025539412544999967,-0.04753177155822151,0.05691668358392426,False
baseline0 → prompt0,real,all,149,density_initializing_nontest,0.5662584218573912,-0.032367260883607196,-0.10337083041053706,0.037843298974412326,False
baseline0 → prompt0,real,all,149,density_deduction_testlex,0.2421143952212984,0.1002604285479583,0.03561374534667731,0.16653803796059088,True
baseline0 → prompt0,real,all,149,density_adding-knowledge_testlex,0.011935980723595755,0.059651630344516884,0.03226564295278245,0.08747976777096957,True
baseline0 → prompt0,real,all,149,density_uncertainty-estimation_testlex,0.09468697303695514,0.08494753129861876,0.03830390258060074,0.13099969189016653,True
baseline0 → prompt0,real,all,149,density_backtracking_testlex,0.0029565680158472043,0.002390191845874896,-0.006164299210945154,0.011528803437994855,False
baseline0 → prompt0,real,all,149,density_example-testing_testlex,0.00828752901790896,-0.005304680397476448,-0.01670536654381678,0.005965697240865026,False
baseline0 → prompt0,real,all,149,density_initializing_testlex,0.0027171697959405485,-0.0027171697959405485,-0.008151509387821644,0.0,False
baseline0 → prompt0,real,all,149,n_deduction,11.194630872483222,-0.3959731543624161,-2.0739932885906036,1.0,False
baseline0 → prompt0,real,all,149,n_adding-knowledge,4.758389261744966,0.174496644295302,-0.40268456375838924,0.7449664429530202,False
baseline0 → prompt0,real,all,149,n_uncertainty-estimation,1.7181208053691275,0.2483221476510067,-0.3825503355704698,0.8590604026845637,False
baseline0 → prompt0,real,all,149,n_backtracking,0.5704697986577181,0.053691275167785234,-0.40956375838926173,0.5907718120805361,False
baseline0 → prompt0,real,all,149,n_example-testing,0.31543624161073824,-0.013422818791946308,-0.22818791946308725,0.20134228187919462,False
baseline0 → prompt0,real,all,149,n_initializing,1.3758389261744965,-0.053691275167785234,-0.20134228187919462,0.10067114093959731,False
baseline0 → prompt0,real,refuse_both,90,words,262.5111111111111,-16.9,-63.489999999999995,17.023333333333326,False
baseline0 → prompt0,real,refuse_both,90,density_norm,2.1869845388011058,-0.08048334260847154,-0.3028096752189205,0.1287746530765967,False
baseline0 → prompt0,real,refuse_both,90,n_norm,5.266666666666667,-0.23333333333333334,-0.8,0.3,False
baseline0 → prompt0,real,refuse_both,90,n_testlex_total,0.9,0.8444444444444444,0.5333333333333333,1.1777777777777778,True
baseline0 → prompt0,real,refuse_both,90,density_deduction_nontest,3.6811929767583997,-0.16702005852220736,-0.4220146998787794,0.08147450278494678,False
baseline0 → prompt0,real,refuse_both,90,density_adding-knowledge_nontest,1.815162755622611,0.023654759533289542,-0.14383841314068782,0.18341614817559965,False
baseline0 → prompt0,real,refuse_both,90,density_uncertainty-estimation_nontest,0.33312031453615054,-0.03180229141504049,-0.1551051178132797,0.08829222672437047,False
baseline0 → prompt0,real,refuse_both,90,density_backtracking_nontest,0.1463188812618009,0.012409374805848998,-0.06304194981580968,0.08226632145022073,False
baseline0 → prompt0,real,refuse_both,90,density_example-testing_nontest,0.026034320821567144,0.005843100768882547,-0.025567237322548304,0.03966767457932457,False
baseline0 → prompt0,real,refuse_both,90,density_initializing_nontest,0.6259042750037883,-0.04000401018030794,-0.1331465191465261,0.056677625855149606,False
baseline0 → prompt0,real,refuse_both,90,density_deduction_testlex,0.2466655423084269,0.17818040987959677,0.09005319346736913,0.2751243092803344,True
baseline0 → prompt0,real,refuse_both,90,density_adding-knowledge_testlex,0.0122168382607835,0.05429601879629315,0.019496435721279824,0.08960348099551256,True
baseline0 → prompt0,real,refuse_both,90,density_uncertainty-estimation_testlex,0.08181784464452356,0.09435554728550197,0.037443539345565026,0.15404391015495889,True
baseline0 → prompt0,real,refuse_both,90,density_backtracking_testlex,0.0,0.002931691586045148,0.0,0.008795074758135445,False
baseline0 → prompt0,real,refuse_both,90,density_example-testing_testlex,0.013720464707427056,-0.008782193102488785,-0.028155014199447808,0.009809809809809809,False
baseline0 → prompt0,real,refuse_both,90,density_initializing_testlex,0.00449842555105713,-0.00449842555105713,-0.013495276653171389,0.0,False
baseline0 → prompt0,real,refuse_both,90,n_deduction,10.177777777777777,-0.6,-2.411111111111111,0.7777777777777778,False
baseline0 → prompt0,real,refuse_both,90,n_adding-knowledge,4.555555555555555,-0.03333333333333333,-0.6555555555555556,0.5002777777777763,False
baseline0 → prompt0,real,refuse_both,90,n_uncertainty-estimation,1.3111111111111111,-0.044444444444444446,-0.6891666666666666,0.5,False
baseline0 → prompt0,real,refuse_both,90,n_backtracking,0.5888888888888889,-0.2111111111111111,-0.8,0.15555555555555556,False
baseline0 → prompt0,real,refuse_both,90,n_example-testing,0.15555555555555556,-0.05555555555555555,-0.2,0.07777777777777778,False
baseline0 → prompt0,real,refuse_both,90,n_initializing,1.4555555555555555,-0.08888888888888889,-0.3111111111111111,0.14444444444444443,False
baseline0 → prompt0,real,comply_both,17,words,327.0,-18.176470588235293,-70.30147058823529,35.649999999999984,False
baseline0 → prompt0,real,comply_both,17,density_norm,0.6348305290797487,-0.02953405834665505,-0.38716184771997253,0.349564707637527,False
baseline0 → prompt0,real,comply_both,17,n_norm,2.1176470588235294,-0.11764705882352941,-1.2352941176470589,1.1191176470588156,False
baseline0 → prompt0,real,comply_both,17,n_testlex_total,0.9411764705882353,0.11764705882352941,-0.5294117647058824,0.824999999999992,False
baseline0 → prompt0,real,comply_both,17,density_deduction_nontest,3.722013552896491,0.15652366752931218,-0.4104242113906487,0.7094134399369295,False
