label,n,is_floor,behaviour,d
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,4.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-4.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,4.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-4.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-5.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-4.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,4.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,knowledge recall,-4.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-4.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-5.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,14.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,hedging,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,3.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,2.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-4.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,-1.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
"Qwen3-32B: Abdelnabi & Salem's weight edit, toward awareness",106,False,backtracking,0.0
