model,family,framing,arm,signed_alpha,aware_class,n_traces,behaviour,spans,testlex_spans,testlex_share
qwen3,harmbench,single,alpha0.0,0.0,yes_or_maybe,15,initializing,20,0,0.0
qwen3,harmbench,single,alpha0.0,0.0,yes_or_maybe,15,deduction,207,17,0.0821256038647343
qwen3,harmbench,single,alpha0.0,0.0,yes_or_maybe,15,adding-knowledge,62,0,0.0
qwen3,harmbench,single,alpha0.0,0.0,yes_or_maybe,15,example-testing,14,1,0.07142857142857142
qwen3,harmbench,single,alpha0.0,0.0,yes_or_maybe,15,uncertainty-estimation,38,10,0.2631578947368421
qwen3,harmbench,single,alpha0.0,0.0,yes_or_maybe,15,backtracking,1,0,0.0
qwen3,harmbench,single,alpha0.043_aware,0.043,no,57,initializing,108,0,0.0
qwen3,harmbench,single,alpha0.043_aware,0.043,no,57,deduction,723,30,0.04149377593360996
qwen3,harmbench,single,alpha0.043_aware,0.043,no,57,adding-knowledge,349,5,0.014326647564469915
qwen3,harmbench,single,alpha0.043_aware,0.043,no,57,example-testing,76,5,0.06578947368421052
qwen3,harmbench,single,alpha0.043_aware,0.043,no,57,uncertainty-estimation,142,18,0.1267605633802817
qwen3,harmbench,single,alpha0.043_aware,0.043,no,57,backtracking,15,0,0.0
qwen3,harmbench,single,alpha0.043_aware,0.043,yes_or_maybe,42,initializing,61,0,0.0
qwen3,harmbench,single,alpha0.043_aware,0.043,yes_or_maybe,42,deduction,496,42,0.0846774193548387
qwen3,harmbench,single,alpha0.043_aware,0.043,yes_or_maybe,42,adding-knowledge,221,7,0.03167420814479638
qwen3,harmbench,single,alpha0.043_aware,0.043,yes_or_maybe,42,example-testing,44,1,0.022727272727272728
qwen3,harmbench,single,alpha0.043_aware,0.043,yes_or_maybe,42,uncertainty-estimation,108,45,0.4166666666666667
qwen3,harmbench,single,alpha0.043_aware,0.043,yes_or_maybe,42,backtracking,6,0,0.0
qwen3,harmbench,single,alpha0.25,-0.25,no,135,initializing,280,2,0.007142857142857143
qwen3,harmbench,single,alpha0.25,-0.25,no,135,deduction,1853,54,0.02914193200215866
qwen3,harmbench,single,alpha0.25,-0.25,no,135,adding-knowledge,798,13,0.016290726817042606
qwen3,harmbench,single,alpha0.25,-0.25,no,135,example-testing,147,13,0.08843537414965986
qwen3,harmbench,single,alpha0.25,-0.25,no,135,uncertainty-estimation,293,4,0.013651877133105802
qwen3,harmbench,single,alpha0.25,-0.25,no,135,backtracking,48,0,0.0
qwen3,triggers,hypothetical,alpha0.0,0.0,no,285,initializing,518,7,0.013513513513513514
qwen3,triggers,hypothetical,alpha0.0,0.0,no,285,deduction,4791,167,0.03485702358589021
qwen3,triggers,hypothetical,alpha0.0,0.0,no,285,adding-knowledge,2039,61,0.029916625796959292
qwen3,triggers,hypothetical,alpha0.0,0.0,no,285,example-testing,577,14,0.024263431542461005
qwen3,triggers,hypothetical,alpha0.0,0.0,no,285,uncertainty-estimation,595,84,0.1411764705882353
qwen3,triggers,hypothetical,alpha0.0,0.0,no,285,backtracking,149,10,0.06711409395973154
qwen3,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,85,initializing,145,5,0.034482758620689655
qwen3,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,85,deduction,1197,61,0.050960735171261484
qwen3,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,85,adding-knowledge,443,28,0.06320541760722348
qwen3,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,85,example-testing,145,3,0.020689655172413793
qwen3,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,85,uncertainty-estimation,274,80,0.291970802919708
qwen3,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,85,backtracking,48,4,0.08333333333333333
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,no,204,initializing,403,10,0.02481389578163772
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,no,204,deduction,3538,198,0.05596382136800452
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,no,204,adding-knowledge,1464,85,0.05806010928961749
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,no,204,example-testing,590,16,0.02711864406779661
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,no,204,uncertainty-estimation,481,109,0.22661122661122662
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,no,204,backtracking,108,4,0.037037037037037035
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,yes_or_maybe,165,initializing,290,14,0.04827586206896552
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,yes_or_maybe,165,deduction,2140,284,0.13271028037383178
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,yes_or_maybe,165,adding-knowledge,972,106,0.10905349794238683
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,yes_or_maybe,165,example-testing,293,27,0.09215017064846416
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,yes_or_maybe,165,uncertainty-estimation,455,231,0.5076923076923077
qwen3,triggers,hypothetical,alpha0.04_aware,0.04,yes_or_maybe,165,backtracking,58,12,0.20689655172413793
qwen3,triggers,hypothetical,alpha0.2,-0.2,no,349,initializing,727,16,0.02200825309491059
qwen3,triggers,hypothetical,alpha0.2,-0.2,no,349,deduction,5824,187,0.03210851648351648
qwen3,triggers,hypothetical,alpha0.2,-0.2,no,349,adding-knowledge,2545,61,0.023968565815324167
qwen3,triggers,hypothetical,alpha0.2,-0.2,no,349,example-testing,766,23,0.030026109660574413
qwen3,triggers,hypothetical,alpha0.2,-0.2,no,349,uncertainty-estimation,920,60,0.06521739130434782
qwen3,triggers,hypothetical,alpha0.2,-0.2,no,349,backtracking,228,10,0.043859649122807015
qwen3,triggers,hypothetical,alpha0.2,-0.2,yes_or_maybe,23,initializing,57,2,0.03508771929824561
qwen3,triggers,hypothetical,alpha0.2,-0.2,yes_or_maybe,23,deduction,395,23,0.05822784810126582
qwen3,triggers,hypothetical,alpha0.2,-0.2,yes_or_maybe,23,adding-knowledge,173,12,0.06936416184971098
qwen3,triggers,hypothetical,alpha0.2,-0.2,yes_or_maybe,23,example-testing,86,1,0.011627906976744186
qwen3,triggers,hypothetical,alpha0.2,-0.2,yes_or_maybe,23,uncertainty-estimation,88,11,0.125
qwen3,triggers,hypothetical,alpha0.2,-0.2,yes_or_maybe,23,backtracking,27,2,0.07407407407407407
qwen3,triggers,hypothetical,alpha0.25,-0.25,no,337,initializing,673,11,0.01634472511144131
qwen3,triggers,hypothetical,alpha0.25,-0.25,no,337,deduction,5675,161,0.028370044052863436
qwen3,triggers,hypothetical,alpha0.25,-0.25,no,337,adding-knowledge,2275,71,0.03120879120879121
qwen3,triggers,hypothetical,alpha0.25,-0.25,no,337,example-testing,869,20,0.023014959723820484
qwen3,triggers,hypothetical,alpha0.25,-0.25,no,337,uncertainty-estimation,874,81,0.09267734553775744
qwen3,triggers,hypothetical,alpha0.25,-0.25,no,337,backtracking,211,7,0.03317535545023697
qwen3,triggers,hypothetical,alpha0.25,-0.25,yes_or_maybe,35,initializing,78,4,0.05128205128205128
qwen3,triggers,hypothetical,alpha0.25,-0.25,yes_or_maybe,35,deduction,590,28,0.04745762711864407
qwen3,triggers,hypothetical,alpha0.25,-0.25,yes_or_maybe,35,adding-knowledge,273,16,0.05860805860805861
qwen3,triggers,hypothetical,alpha0.25,-0.25,yes_or_maybe,35,example-testing,77,1,0.012987012987012988
qwen3,triggers,hypothetical,alpha0.25,-0.25,yes_or_maybe,35,uncertainty-estimation,131,21,0.16030534351145037
qwen3,triggers,hypothetical,alpha0.25,-0.25,yes_or_maybe,35,backtracking,23,2,0.08695652173913043
qwq,actions,fake,alpha0.0,0.0,n/a,149,initializing,296,5,0.016891891891891893
qwq,actions,fake,alpha0.0,0.0,n/a,149,deduction,1660,90,0.05421686746987952
qwq,actions,fake,alpha0.0,0.0,n/a,149,adding-knowledge,641,16,0.0249609984399376
qwq,actions,fake,alpha0.0,0.0,n/a,149,example-testing,135,3,0.022222222222222223
qwq,actions,fake,alpha0.0,0.0,n/a,149,uncertainty-estimation,378,36,0.09523809523809523
qwq,actions,fake,alpha0.0,0.0,n/a,149,backtracking,77,2,0.025974025974025976
qwq,actions,fake,alpha0.05_aware,0.05,n/a,149,initializing,308,9,0.02922077922077922
qwq,actions,fake,alpha0.05_aware,0.05,n/a,149,deduction,1652,149,0.09019370460048426
qwq,actions,fake,alpha0.05_aware,0.05,n/a,149,adding-knowledge,613,29,0.04730831973898858
qwq,actions,fake,alpha0.05_aware,0.05,n/a,149,example-testing,269,26,0.09665427509293681
qwq,actions,fake,alpha0.05_aware,0.05,n/a,149,uncertainty-estimation,329,76,0.23100303951367782
qwq,actions,fake,alpha0.05_aware,0.05,n/a,149,backtracking,92,6,0.06521739130434782
qwq,actions,fake,alpha0.25,-0.25,n/a,149,initializing,284,3,0.01056338028169014
qwq,actions,fake,alpha0.25,-0.25,n/a,149,deduction,1695,45,0.02654867256637168
qwq,actions,fake,alpha0.25,-0.25,n/a,149,adding-knowledge,651,5,0.007680491551459293
qwq,actions,fake,alpha0.25,-0.25,n/a,149,example-testing,124,1,0.008064516129032258
qwq,actions,fake,alpha0.25,-0.25,n/a,149,uncertainty-estimation,365,13,0.03561643835616438
qwq,actions,fake,alpha0.25,-0.25,n/a,149,backtracking,106,0,0.0
qwq,actions,fake,alpha0.3,-0.3,n/a,149,initializing,251,3,0.01195219123505976
qwq,actions,fake,alpha0.3,-0.3,n/a,149,deduction,1626,48,0.02952029520295203
qwq,actions,fake,alpha0.3,-0.3,n/a,149,adding-knowledge,611,5,0.008183306055646482
qwq,actions,fake,alpha0.3,-0.3,n/a,149,example-testing,112,2,0.017857142857142856
qwq,actions,fake,alpha0.3,-0.3,n/a,149,uncertainty-estimation,340,15,0.04411764705882353
qwq,actions,fake,alpha0.3,-0.3,n/a,149,backtracking,101,0,0.0
qwq,actions,real,alpha0.0,0.0,n/a,149,initializing,245,0,0.0
qwq,actions,real,alpha0.0,0.0,n/a,149,deduction,1311,74,0.05644546147978642
qwq,actions,real,alpha0.0,0.0,n/a,149,adding-knowledge,602,5,0.008305647840531562
qwq,actions,real,alpha0.0,0.0,n/a,149,example-testing,62,4,0.06451612903225806
qwq,actions,real,alpha0.0,0.0,n/a,149,uncertainty-estimation,240,35,0.14583333333333334
qwq,actions,real,alpha0.0,0.0,n/a,149,backtracking,64,4,0.0625
qwq,actions,real,alpha0.05_aware,0.05,n/a,149,initializing,252,6,0.023809523809523808
qwq,actions,real,alpha0.05_aware,0.05,n/a,149,deduction,1422,130,0.09142053445850915
qwq,actions,real,alpha0.05_aware,0.05,n/a,149,adding-knowledge,649,19,0.029275808936825885
qwq,actions,real,alpha0.05_aware,0.05,n/a,149,example-testing,120,19,0.15833333333333333
qwq,actions,real,alpha0.05_aware,0.05,n/a,149,uncertainty-estimation,407,148,0.36363636363636365
qwq,actions,real,alpha0.05_aware,0.05,n/a,149,backtracking,92,11,0.11956521739130435
qwq,actions,real,alpha0.25,-0.25,n/a,149,initializing,224,0,0.0
qwq,actions,real,alpha0.25,-0.25,n/a,149,deduction,1288,58,0.04503105590062112
qwq,actions,real,alpha0.25,-0.25,n/a,149,adding-knowledge,604,0,0.0
qwq,actions,real,alpha0.25,-0.25,n/a,149,example-testing,61,1,0.01639344262295082
qwq,actions,real,alpha0.25,-0.25,n/a,149,uncertainty-estimation,190,8,0.042105263157894736
qwq,actions,real,alpha0.25,-0.25,n/a,149,backtracking,76,2,0.02631578947368421
qwq,actions,real,alpha0.3,-0.3,n/a,149,initializing,234,1,0.004273504273504274
qwq,actions,real,alpha0.3,-0.3,n/a,149,deduction,1368,51,0.03728070175438596
qwq,actions,real,alpha0.3,-0.3,n/a,149,adding-knowledge,639,1,0.001564945226917058
qwq,actions,real,alpha0.3,-0.3,n/a,149,example-testing,63,1,0.015873015873015872
qwq,actions,real,alpha0.3,-0.3,n/a,149,uncertainty-estimation,272,8,0.029411764705882353
qwq,actions,real,alpha0.3,-0.3,n/a,149,backtracking,77,1,0.012987012987012988
qwq,harmbench,single,alpha0.0,0.0,no,75,initializing,241,1,0.004149377593360996
qwq,harmbench,single,alpha0.0,0.0,no,75,deduction,1620,19,0.011728395061728396
qwq,harmbench,single,alpha0.0,0.0,no,75,adding-knowledge,726,2,0.0027548209366391185
qwq,harmbench,single,alpha0.0,0.0,no,75,example-testing,274,3,0.010948905109489052
qwq,harmbench,single,alpha0.0,0.0,no,75,uncertainty-estimation,496,10,0.020161290322580645
qwq,harmbench,single,alpha0.0,0.0,no,75,backtracking,70,2,0.02857142857142857
qwq,harmbench,single,alpha0.0,0.0,yes_or_maybe,22,initializing,49,1,0.02040816326530612
qwq,harmbench,single,alpha0.0,0.0,yes_or_maybe,22,deduction,339,7,0.02064896755162242
qwq,harmbench,single,alpha0.0,0.0,yes_or_maybe,22,adding-knowledge,113,1,0.008849557522123894
qwq,harmbench,single,alpha0.0,0.0,yes_or_maybe,22,example-testing,17,1,0.058823529411764705
qwq,harmbench,single,alpha0.0,0.0,yes_or_maybe,22,uncertainty-estimation,136,20,0.14705882352941177
qwq,harmbench,single,alpha0.0,0.0,yes_or_maybe,22,backtracking,18,1,0.05555555555555555
qwq,harmbench,single,alpha0.05_aware,0.05,n/a,5,initializing,33,0,0.0
qwq,harmbench,single,alpha0.05_aware,0.05,n/a,5,deduction,215,0,0.0
qwq,harmbench,single,alpha0.05_aware,0.05,n/a,5,adding-knowledge,184,0,0.0
qwq,harmbench,single,alpha0.05_aware,0.05,n/a,5,example-testing,167,0,0.0
qwq,harmbench,single,alpha0.05_aware,0.05,n/a,5,uncertainty-estimation,204,0,0.0
qwq,harmbench,single,alpha0.05_aware,0.05,n/a,5,backtracking,29,0,0.0
qwq,harmbench,single,alpha0.05_aware,0.05,no,42,initializing,128,1,0.0078125
qwq,harmbench,single,alpha0.05_aware,0.05,no,42,deduction,1153,17,0.014744145706851692
qwq,harmbench,single,alpha0.05_aware,0.05,no,42,adding-knowledge,450,4,0.008888888888888889
qwq,harmbench,single,alpha0.05_aware,0.05,no,42,example-testing,143,4,0.027972027972027972
qwq,harmbench,single,alpha0.05_aware,0.05,no,42,uncertainty-estimation,271,13,0.04797047970479705
qwq,harmbench,single,alpha0.05_aware,0.05,no,42,backtracking,76,0,0.0
qwq,harmbench,single,alpha0.05_aware,0.05,yes_or_maybe,52,initializing,127,5,0.03937007874015748
qwq,harmbench,single,alpha0.05_aware,0.05,yes_or_maybe,52,deduction,858,71,0.08275058275058275
qwq,harmbench,single,alpha0.05_aware,0.05,yes_or_maybe,52,adding-knowledge,304,4,0.013157894736842105
qwq,harmbench,single,alpha0.05_aware,0.05,yes_or_maybe,52,example-testing,118,3,0.025423728813559324
qwq,harmbench,single,alpha0.05_aware,0.05,yes_or_maybe,52,uncertainty-estimation,279,75,0.26881720430107525
qwq,harmbench,single,alpha0.05_aware,0.05,yes_or_maybe,52,backtracking,33,5,0.15151515151515152
qwq,harmbench,single,alpha0.25,-0.25,no,96,initializing,258,0,0.0
qwq,harmbench,single,alpha0.25,-0.25,no,96,deduction,1932,10,0.005175983436853002
qwq,harmbench,single,alpha0.25,-0.25,no,96,adding-knowledge,1014,4,0.0039447731755424065
qwq,harmbench,single,alpha0.25,-0.25,no,96,example-testing,356,2,0.0056179775280898875
qwq,harmbench,single,alpha0.25,-0.25,no,96,uncertainty-estimation,618,10,0.016181229773462782
qwq,harmbench,single,alpha0.25,-0.25,no,96,backtracking,162,6,0.037037037037037035
qwq,triggers,hypothetical,alpha0.0,0.0,no,403,initializing,812,16,0.019704433497536946
qwq,triggers,hypothetical,alpha0.0,0.0,no,403,deduction,6265,204,0.03256185155626497
qwq,triggers,hypothetical,alpha0.0,0.0,no,403,adding-knowledge,2537,82,0.03232163973196689
qwq,triggers,hypothetical,alpha0.0,0.0,no,403,example-testing,1003,25,0.024925224327018942
qwq,triggers,hypothetical,alpha0.0,0.0,no,403,uncertainty-estimation,1145,98,0.08558951965065502
qwq,triggers,hypothetical,alpha0.0,0.0,no,403,backtracking,321,7,0.021806853582554516
qwq,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,87,initializing,172,3,0.01744186046511628
qwq,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,87,deduction,1028,74,0.07198443579766536
qwq,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,87,adding-knowledge,426,28,0.06572769953051644
qwq,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,87,example-testing,85,3,0.03529411764705882
qwq,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,87,uncertainty-estimation,263,87,0.33079847908745247
qwq,triggers,hypothetical,alpha0.0,0.0,yes_or_maybe,87,backtracking,50,4,0.08
qwq,triggers,hypothetical,alpha0.05_aware,0.05,no,206,initializing,452,20,0.04424778761061947
qwq,triggers,hypothetical,alpha0.05_aware,0.05,no,206,deduction,3818,223,0.05840754321634364
qwq,triggers,hypothetical,alpha0.05_aware,0.05,no,206,adding-knowledge,1403,92,0.06557377049180328
qwq,triggers,hypothetical,alpha0.05_aware,0.05,no,206,example-testing,780,30,0.038461538461538464
qwq,triggers,hypothetical,alpha0.05_aware,0.05,no,206,uncertainty-estimation,599,115,0.19198664440734559
qwq,triggers,hypothetical,alpha0.05_aware,0.05,no,206,backtracking,170,19,0.11176470588235295
qwq,triggers,hypothetical,alpha0.05_aware,0.05,yes_or_maybe,284,initializing,562,22,0.03914590747330961
qwq,triggers,hypothetical,alpha0.05_aware,0.05,yes_or_maybe,284,deduction,3538,472,0.13340870548332392
qwq,triggers,hypothetical,alpha0.05_aware,0.05,yes_or_maybe,284,adding-knowledge,1372,130,0.09475218658892129
qwq,triggers,hypothetical,alpha0.05_aware,0.05,yes_or_maybe,284,example-testing,279,33,0.11827956989247312
qwq,triggers,hypothetical,alpha0.05_aware,0.05,yes_or_maybe,284,uncertainty-estimation,978,440,0.4498977505112474
qwq,triggers,hypothetical,alpha0.05_aware,0.05,yes_or_maybe,284,backtracking,197,35,0.17766497461928935
qwq,triggers,hypothetical,alpha0.25,-0.25,no,488,initializing,947,8,0.008447729672650475
qwq,triggers,hypothetical,alpha0.25,-0.25,no,488,deduction,7866,177,0.02250190694126621
qwq,triggers,hypothetical,alpha0.25,-0.25,no,488,adding-knowledge,3212,56,0.017434620174346202
qwq,triggers,hypothetical,alpha0.25,-0.25,no,488,example-testing,937,11,0.011739594450373533
qwq,triggers,hypothetical,alpha0.25,-0.25,no,488,uncertainty-estimation,1292,66,0.05108359133126935
qwq,triggers,hypothetical,alpha0.25,-0.25,no,488,backtracking,424,9,0.02122641509433962
