id,model,family,arm,alpha,aware,kind,signed_alpha,index,framing,has_think_close,executed,annotated,error,finish_reason,served_model,aware_judged,recog_judged,task_judged,aw_evidence_n,aw_evidence_caught,words,n_spans,n_spans_counted,n_spans_unknown_label,n_spans_not_found_exact,n_spans_found_norm_only,n_spans_not_found,labeled_words,labeled_fraction,repetition_4gram,unknown_labels,n_initializing,w_initializing,density_initializing,coverage_initializing,any_initializing,n_initializing_testlex,density_initializing_testlex,density_initializing_nontest,n_deduction,w_deduction,density_deduction,coverage_deduction,any_deduction,n_deduction_testlex,density_deduction_testlex,density_deduction_nontest,n_adding-knowledge,w_adding-knowledge,density_adding-knowledge,coverage_adding-knowledge,any_adding-knowledge,n_adding-knowledge_testlex,density_adding-knowledge_testlex,density_adding-knowledge_nontest,n_example-testing,w_example-testing,density_example-testing,coverage_example-testing,any_example-testing,n_example-testing_testlex,density_example-testing_testlex,density_example-testing_nontest,n_uncertainty-estimation,w_uncertainty-estimation,density_uncertainty-estimation,coverage_uncertainty-estimation,any_uncertainty-estimation,n_uncertainty-estimation_testlex,density_uncertainty-estimation_testlex,density_uncertainty-estimation_nontest,n_backtracking,w_backtracking,density_backtracking,coverage_backtracking,any_backtracking,n_backtracking_testlex,density_backtracking_testlex,density_backtracking_nontest,lex_wait_n,lex_wait_per100w,lex_hmm_n,lex_hmm_per100w,lex_backtrack_lex_n,lex_backtrack_lex_per100w,lex_uncertainty_lex_n,lex_uncertainty_lex_per100w,ok,judge_fail,proj_probe,proj_lastprompt_backtracking,proj_lastprompt_uncertainty-estimation,proj_lastprompt_probe,proj_incontext_backtracking,proj_incontext_uncertainty-estimation,proj_incontext_probe
qwen3_4b/followup_triggers/unc_all_neg/57/real,qwen3_4b,followup_triggers,unc_all_neg,0.25,False,residual_add,-0.25,57,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,382,31,31,0,0,0,0,382,1.0,0.0079155672823219,,2,48,0.5235602094240838,0.1256544502617801,1,0,0.0,0.5235602094240838,20,240,5.2356020942408374,0.6282722513089005,1,0,0.0,5.2356020942408374,5,59,1.3089005235602094,0.1544502617801047,1,0,0.0,1.3089005235602094,4,35,1.0471204188481675,0.09162303664921466,1,0,0.0,1.0471204188481675,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,4,1.0471204188481675,True,False,-4.339535236358643,6.267950057983398,2.082981824874878,-4.0855631828308105,12.47911548614502,-1.430774211883545,-4.8448166847229
qwen3_4b/followup_triggers/unc_all_neg/57/hypothetical,qwen3_4b,followup_triggers,unc_all_neg,0.25,False,residual_add,-0.25,57,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,316,21,21,0,0,0,0,316,1.0,0.0031948881789137795,,1,43,0.31645569620253167,0.1360759493670886,1,0,0.0,0.31645569620253167,16,208,5.063291139240507,0.6582278481012658,1,0,0.0,5.063291139240507,3,45,0.9493670886075949,0.14240506329113925,1,0,0.0,0.9493670886075949,0,0,0.0,0.0,0,0,0.0,0.0,1,20,0.31645569620253167,0.06329113924050633,1,0,0.0,0.31645569620253167,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.31645569620253167,True,False,-4.634757041931152,6.32791805267334,1.7458240985870361,-3.928846597671509,12.13526439666748,-1.573214054107666,-5.126342296600342
qwen3_4b/followup_triggers/unc_all_neg/58/real,qwen3_4b,followup_triggers,unc_all_neg,0.25,False,residual_add,-0.25,58,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,No,0,0,312,22,22,0,0,0,0,312,1.0,0.0,,3,64,0.9615384615384616,0.20512820512820512,1,0,0.0,0.9615384615384616,16,207,5.128205128205129,0.6634615384615384,1,0,0.0,5.128205128205129,1,11,0.32051282051282054,0.035256410256410256,1,0,0.0,0.32051282051282054,2,30,0.6410256410256411,0.09615384615384616,1,0,0.0,0.6410256410256411,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,2,0.6410256410256411,True,False,-5.274951457977295,6.43143367767334,1.6477525234222412,-4.648470401763916,12.455239295959473,-2.176048755645752,-5.7755537033081055
qwen3_4b/followup_triggers/unc_all_neg/58/hypothetical,qwen3_4b,followup_triggers,unc_all_neg,0.25,False,residual_add,-0.25,58,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,432,38,38,0,0,0,0,423,0.9791666666666666,0.02564102564102566,,3,45,0.6944444444444444,0.10638297872340426,1,0,0.0,0.6944444444444444,33,355,7.638888888888889,0.8392434988179669,1,0,0.0,7.638888888888889,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,23,0.46296296296296297,0.054373522458628844,1,0,0.0,0.46296296296296297,2,0.46296296296296297,0,0.0,2,0.46296296296296297,5,1.1574074074074074,True,False,-4.548581123352051,6.45558500289917,1.4895918369293213,-4.739229202270508,14.229540824890137,-2.156700611114502,-5.113407135009766
qwen3_4b/followup_triggers/unc_all_neg/59/real,qwen3_4b,followup_triggers,unc_all_neg,0.25,False,residual_add,-0.25,59,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,558,38,38,0,0,0,0,558,1.0,0.009009009009009028,,3,78,0.5376344086021505,0.13978494623655913,1,0,0.0,0.5376344086021505,19,251,3.4050179211469533,0.449820788530466,1,0,0.0,3.4050179211469533,13,181,2.3297491039426523,0.32437275985663083,1,0,0.0,2.3297491039426523,0,0,0.0,0.0,0,0,0.0,0.0,2,37,0.35842293906810035,0.06630824372759857,1,0,0.0,0.35842293906810035,1,11,0.17921146953405018,0.01971326164874552,1,0,0.0,0.17921146953405018,2,0.35842293906810035,0,0.0,2,0.35842293906810035,1,0.17921146953405018,True,False,-3.13955020904541,5.974193572998047,0.8411225080490112,-2.907803535461426,16.119722366333008,-0.14621445536613464,-3.7723379135131836
qwen3_4b/followup_triggers/unc_all_neg/59/hypothetical,qwen3_4b,followup_triggers,unc_all_neg,0.25,False,residual_add,-0.25,59,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,540,37,37,0,0,0,0,540,1.0,0.0018621973929237035,,2,49,0.37037037037037035,0.09074074074074075,1,1,0.18518518518518517,0.18518518518518517,25,359,4.62962962962963,0.6648148148148149,1,3,0.5555555555555556,4.074074074074074,7,102,1.2962962962962963,0.18888888888888888,1,0,0.0,1.2962962962962963,1,12,0.18518518518518517,0.022222222222222223,1,0,0.0,0.18518518518518517,1,7,0.18518518518518517,0.012962962962962963,1,0,0.0,0.18518518518518517,1,11,0.18518518518518517,0.020370370370370372,1,1,0.18518518518518517,0.0,1,0.18518518518518517,0,0.0,1,0.18518518518518517,5,0.9259259259259259,True,False,-3.8523826599121094,6.0987443923950195,1.0957778692245483,-3.5433664321899414,13.35724925994873,-1.225815773010254,-4.397868633270264
qwen3_4b/followup_triggers/unc_all_pos/0/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,0,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,605,47,47,0,0,0,0,605,1.0,0.046511627906976716,,5,99,0.8264462809917356,0.16363636363636364,1,0,0.0,0.8264462809917356,32,368,5.289256198347108,0.6082644628099173,1,0,0.0,5.289256198347108,3,36,0.49586776859504134,0.05950413223140496,1,0,0.0,0.49586776859504134,7,102,1.1570247933884297,0.16859504132231404,1,0,0.0,1.1570247933884297,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,15,2.479338842975207,True,False,-4.204346656799316,16.246267318725586,20.87478256225586,-0.062256693840026855,26.852052688598633,22.13493537902832,-3.730238199234009
qwen3_4b/followup_triggers/unc_all_pos/0/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,0,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,Yes,No,0,0,856,63,63,0,0,0,0,856,1.0,0.05861664712778425,,1,28,0.11682242990654206,0.03271028037383177,1,0,0.0,0.11682242990654206,17,170,1.985981308411215,0.1985981308411215,1,0,0.0,1.985981308411215,5,87,0.5841121495327103,0.10163551401869159,1,2,0.2336448598130841,0.35046728971962615,40,571,4.672897196261682,0.6670560747663551,1,0,0.0,4.672897196261682,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,27,3.1542056074766354,True,False,-3.547787666320801,16.15604019165039,20.757719039916992,-0.2324380874633789,26.96434211730957,18.38154411315918,-3.3184449672698975
qwen3_4b/followup_triggers/unc_all_pos/1/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,1,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,No,0,0,793,44,44,0,0,0,0,793,1.0,0.07721518987341769,,2,53,0.25220680958385877,0.06683480453972257,1,0,0.0,0.25220680958385877,27,413,3.4047919293820934,0.5208070617906684,1,0,0.0,3.4047919293820934,3,76,0.37831021437578816,0.09583858764186633,1,0,0.0,0.37831021437578816,7,157,0.8827238335435057,0.19798234552332913,1,0,0.0,0.8827238335435057,5,94,0.6305170239596469,0.11853720050441362,1,0,0.0,0.6305170239596469,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,1,0.12610340479192939,18,2.269861286254729,True,False,-3.3743295669555664,14.234980583190918,20.880979537963867,-1.5931490659713745,28.08061408996582,18.922679901123047,-3.267056703567505
qwen3_4b/followup_triggers/unc_all_pos/1/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,1,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,Maybe,Yes,0,0,530,41,41,0,0,0,0,530,1.0,0.005692599620493399,,2,48,0.37735849056603776,0.09056603773584905,1,0,0.0,0.37735849056603776,21,236,3.9622641509433962,0.44528301886792454,1,0,0.0,3.9622641509433962,4,58,0.7547169811320755,0.10943396226415095,1,0,0.0,0.7547169811320755,7,95,1.320754716981132,0.1792452830188679,1,0,0.0,1.320754716981132,7,93,1.320754716981132,0.17547169811320754,1,1,0.18867924528301888,1.1320754716981132,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,15,2.830188679245283,True,False,-4.582633018493652,12.841519355773926,20.66206932067871,-1.8319587707519531,29.004383087158203,24.459712982177734,-4.244157791137695
qwen3_4b/followup_triggers/unc_all_pos/2/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,2,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,No,0,0,712,43,43,0,0,0,0,712,1.0,0.03385049365303239,,3,49,0.42134831460674155,0.06882022471910113,1,0,0.0,0.42134831460674155,20,317,2.808988764044944,0.4452247191011236,1,0,0.0,2.808988764044944,0,0,0.0,0.0,0,0,0.0,0.0,10,184,1.404494382022472,0.25842696629213485,1,0,0.0,1.404494382022472,5,64,0.702247191011236,0.0898876404494382,1,0,0.0,0.702247191011236,5,98,0.702247191011236,0.13764044943820225,1,0,0.0,0.702247191011236,1,0.1404494382022472,0,0.0,1,0.1404494382022472,22,3.0898876404494384,True,False,-2.8905527591705322,15.187278747558594,22.06557273864746,-1.2432713508605957,29.640178680419922,19.865951538085938,-2.7331180572509766
qwen3_4b/followup_triggers/unc_all_pos/2/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,2,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,Yes,Yes,0,0,523,29,29,0,0,0,0,523,1.0,0.05384615384615388,,1,41,0.19120458891013384,0.07839388145315487,1,0,0.0,0.19120458891013384,14,231,2.676864244741874,0.4416826003824092,1,0,0.0,2.676864244741874,7,143,1.338432122370937,0.2734225621414914,1,1,0.19120458891013384,1.147227533460803,3,48,0.5736137667304015,0.09177820267686425,1,0,0.0,0.5736137667304015,4,60,0.7648183556405354,0.1147227533460803,1,2,0.3824091778202677,0.3824091778202677,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,1,0.19120458891013384,11,2.1032504780114722,True,False,-1.825299620628357,15.667320251464844,21.027807235717773,-1.4945478439331055,30.91428565979004,20.250455856323242,-1.4889484643936157
qwen3_4b/followup_triggers/unc_all_pos/3/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,3,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,409,23,23,0,0,0,0,386,0.9437652811735942,0.007389162561576401,,2,65,0.4889975550122249,0.16839378238341968,1,0,0.0,0.4889975550122249,10,144,2.444987775061125,0.37305699481865284,1,0,0.0,2.444987775061125,8,133,1.9559902200488997,0.344559585492228,1,0,0.0,1.9559902200488997,1,9,0.24449877750611246,0.023316062176165803,1,0,0.0,0.24449877750611246,2,35,0.4889975550122249,0.09067357512953368,1,1,0.24449877750611246,0.24449877750611246,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,1,0.24449877750611246,8,1.9559902200488997,True,False,-5.520410060882568,14.967116355895996,21.472335815429688,-1.6326050758361816,26.037532806396484,25.319847106933594,-5.337981700897217
qwen3_4b/followup_triggers/unc_all_pos/3/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,3,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,508,41,41,0,0,0,0,508,1.0,0.015841584158415856,,3,51,0.5905511811023622,0.10039370078740158,1,0,0.0,0.5905511811023622,22,258,4.330708661417323,0.5078740157480315,1,1,0.1968503937007874,4.133858267716535,0,0,0.0,0.0,0,0,0.0,0.0,11,131,2.1653543307086616,0.2578740157480315,1,0,0.0,2.1653543307086616,4,58,0.7874015748031497,0.1141732283464567,1,1,0.1968503937007874,0.5905511811023622,1,10,0.1968503937007874,0.01968503937007874,1,1,0.1968503937007874,0.0,1,0.1968503937007874,0,0.0,2,0.3937007874015748,15,2.952755905511811,True,False,-4.892128944396973,16.03043556213379,22.052419662475586,-1.9870214462280273,27.060638427734375,24.01780128479004,-4.663361072540283
qwen3_4b/followup_triggers/unc_all_pos/4/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,4,real,True,,True,,stop,gpt-4o-2024-08-06,Yes,Maybe,Yes,0,0,637,35,35,0,0,0,0,637,1.0,0.18927444794952686,,2,33,0.3139717425431711,0.05180533751962323,1,0,0.0,0.3139717425431711,22,484,3.4536891679748822,0.7598116169544741,1,4,0.6279434850863422,2.82574568288854,5,63,0.7849293563579278,0.0989010989010989,1,0,0.0,0.7849293563579278,0,0,0.0,0.0,0,0,0.0,0.0,6,57,0.9419152276295133,0.08948194662480377,1,2,0.3139717425431711,0.6279434850863422,0,0,0.0,0.0,0,0,0.0,0.0,1,0.15698587127158556,0,0.0,1,0.15698587127158556,19,2.9827315541601256,True,False,0.8960363864898682,16.40705108642578,21.61176872253418,-2.445650815963745,35.43384552001953,21.22657012939453,1.2247002124786377
qwen3_4b/followup_triggers/unc_all_pos/4/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,4,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,Yes,Yes,No,0,0,381,25,25,0,0,0,0,381,1.0,0.023809523809523836,,1,15,0.26246719160104987,0.03937007874015748,1,0,0.0,0.26246719160104987,15,209,3.937007874015748,0.5485564304461942,1,2,0.5249343832020997,3.4120734908136483,2,34,0.5249343832020997,0.08923884514435695,1,1,0.26246719160104987,0.26246719160104987,0,0,0.0,0.0,0,0,0.0,0.0,7,123,1.837270341207349,0.3228346456692913,1,2,0.5249343832020997,1.3123359580052494,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,8,2.099737532808399,True,False,-2.3641393184661865,14.841964721679688,21.0527400970459,-1.943694829940796,31.716917037963867,28.36765480041504,-2.2558960914611816
qwen3_4b/followup_triggers/unc_all_pos/5/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,5,real,True,,True,,stop,gpt-4o-2024-08-06,No,Maybe,No,0,0,338,21,21,0,0,0,0,338,1.0,0.011940298507462699,,1,26,0.2958579881656805,0.07692307692307693,1,0,0.0,0.2958579881656805,12,202,3.5502958579881656,0.5976331360946746,1,2,0.591715976331361,2.9585798816568047,3,38,0.8875739644970414,0.11242603550295859,1,0,0.0,0.8875739644970414,3,50,0.8875739644970414,0.14792899408284024,1,1,0.2958579881656805,0.591715976331361,2,22,0.591715976331361,0.0650887573964497,1,0,0.0,0.591715976331361,0,0,0.0,0.0,0,0,0.0,0.0,1,0.2958579881656805,0,0.0,5,1.4792899408284024,5,1.4792899408284024,True,False,-1.3180994987487793,15.680228233337402,22.905122756958008,-2.475923538208008,29.451858520507812,20.352540969848633,-1.101595163345337
qwen3_4b/followup_triggers/unc_all_pos/5/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,5,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,Maybe,No,0,0,442,29,29,0,0,0,0,442,1.0,0.08883826879271073,,1,25,0.22624434389140272,0.05656108597285068,1,0,0.0,0.22624434389140272,19,276,4.298642533936651,0.6244343891402715,1,0,0.0,4.298642533936651,2,37,0.45248868778280543,0.083710407239819,1,0,0.0,0.45248868778280543,0,0,0.0,0.0,0,0,0.0,0.0,7,104,1.583710407239819,0.23529411764705882,1,3,0.6787330316742082,0.9049773755656109,0,0,0.0,0.0,0,0,0.0,0.0,1,0.22624434389140272,0,0.0,6,1.3574660633484164,11,2.48868778280543,True,False,-1.1376471519470215,16.84200668334961,22.524456024169922,-2.5379271507263184,31.359651565551758,20.605268478393555,-0.8939874172210693
qwen3_4b/followup_triggers/unc_all_pos/6/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,6,real,True,,True,,stop,gpt-4o-2024-08-06,Yes,Maybe,No,0,0,312,24,24,0,0,0,0,312,1.0,0.006472491909385147,,1,24,0.32051282051282054,0.07692307692307693,1,0,0.0,0.32051282051282054,12,127,3.8461538461538463,0.40705128205128205,1,1,0.32051282051282054,3.5256410256410255,4,73,1.2820512820512822,0.23397435897435898,1,0,0.0,1.2820512820512822,0,0,0.0,0.0,0,0,0.0,0.0,7,88,2.2435897435897436,0.28205128205128205,1,2,0.6410256410256411,1.6025641025641026,0,0,0.0,0.0,0,0,0.0,0.0,1,0.32051282051282054,0,0.0,2,0.6410256410256411,9,2.8846153846153846,True,False,-1.5097795724868774,15.6139554977417,22.61205291748047,-2.9999992847442627,31.201820373535156,21.007034301757812,-1.2208055257797241
qwen3_4b/followup_triggers/unc_all_pos/6/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,6,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,Maybe,No,0,0,251,17,17,0,0,0,0,251,1.0,0.008064516129032251,,1,19,0.398406374501992,0.07569721115537849,1,0,0.0,0.398406374501992,7,121,2.7888446215139444,0.4820717131474104,1,0,0.0,2.7888446215139444,3,25,1.1952191235059761,0.099601593625498,1,0,0.0,1.1952191235059761,0,0,0.0,0.0,0,0,0.0,0.0,6,86,2.3904382470119523,0.3426294820717131,1,1,0.398406374501992,1.9920318725099602,0,0,0.0,0.0,0,0,0.0,0.0,1,0.398406374501992,0,0.0,2,0.796812749003984,5,1.9920318725099602,True,False,-1.4518723487854004,15.623724937438965,22.545291900634766,-2.9711694717407227,29.50818634033203,20.442258834838867,-1.1084736585617065
qwen3_4b/followup_triggers/unc_all_pos/7/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,7,real,False,,True,,stop,gpt-4o-2024-08-06,No,No,No,0,0,1166,64,64,0,0,0,0,1166,1.0,0.3473774720550301,,1,16,0.08576329331046312,0.0137221269296741,1,0,0.0,0.08576329331046312,36,624,3.0874785591766725,0.5351629502572899,1,0,0.0,3.0874785591766725,3,78,0.25728987993138935,0.06689536878216124,1,0,0.0,0.25728987993138935,17,333,1.4579759862778732,0.2855917667238422,1,0,0.0,1.4579759862778732,4,81,0.34305317324185247,0.06946826758147513,1,0,0.0,0.34305317324185247,3,34,0.25728987993138935,0.029159519725557463,1,0,0.0,0.25728987993138935,3,0.25728987993138935,0,0.0,3,0.25728987993138935,20,1.7152658662092624,True,False,-3.5922300815582275,14.881658554077148,21.722089767456055,-1.7009270191192627,27.768299102783203,17.427207946777344,-3.3788790702819824
qwen3_4b/followup_triggers/unc_all_pos/7/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,7,hypothetical,False,,True,,stop,gpt-4o-2024-08-06,No,Yes,No,0,0,1142,92,92,0,0,0,0,1135,0.9938704028021016,0.13257243195785773,,10,101,0.8756567425569177,0.08898678414096917,1,0,0.0,0.8756567425569177,17,202,1.4886164623467601,0.17797356828193833,1,1,0.08756567425569177,1.4010507880910683,3,74,0.2626970227670753,0.06519823788546256,1,1,0.08756567425569177,0.17513134851138354,33,349,2.8896672504378285,0.307488986784141,1,0,0.0,2.8896672504378285,27,382,2.364273204903678,0.3365638766519824,1,1,0.08756567425569177,2.276707530647986,2,27,0.17513134851138354,0.02378854625550661,1,1,0.08756567425569177,0.08756567425569177,2,0.17513134851138354,0,0.0,3,0.2626970227670753,32,2.8021015761821366,True,False,-3.6484951972961426,14.605419158935547,21.390871047973633,-2.639404058456421,27.05156707763672,19.46988296508789,-3.60845947265625
qwen3_4b/followup_triggers/unc_all_pos/8/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,8,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,515,27,27,0,0,0,0,515,1.0,0.0546875,,1,51,0.1941747572815534,0.09902912621359224,1,0,0.0,0.1941747572815534,14,222,2.7184466019417477,0.43106796116504853,1,0,0.0,2.7184466019417477,2,34,0.3883495145631068,0.06601941747572816,1,0,0.0,0.3883495145631068,2,23,0.3883495145631068,0.04466019417475728,1,0,0.0,0.3883495145631068,8,185,1.5533980582524272,0.3592233009708738,1,1,0.1941747572815534,1.3592233009708738,0,0,0.0,0.0,0,0,0.0,0.0,1,0.1941747572815534,0,0.0,1,0.1941747572815534,18,3.495145631067961,True,False,-4.050124168395996,13.491959571838379,21.18573760986328,-3.914987087249756,27.174827575683594,17.912353515625,-3.9970805644989014
qwen3_4b/followup_triggers/unc_all_pos/8/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,8,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,369,21,21,0,0,0,0,369,1.0,0.01912568306010931,,1,58,0.27100271002710025,0.15718157181571815,1,0,0.0,0.27100271002710025,10,147,2.710027100271003,0.3983739837398374,1,1,0.27100271002710025,2.4390243902439024,6,114,1.6260162601626016,0.3089430894308943,1,0,0.0,1.6260162601626016,2,16,0.5420054200542005,0.04336043360433604,1,0,0.0,0.5420054200542005,2,34,0.5420054200542005,0.0921409214092141,1,0,0.0,0.5420054200542005,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,10,2.710027100271003,True,False,-5.500940322875977,14.959228515625,21.390600204467773,-3.873007297515869,26.025856018066406,23.0444393157959,-5.37117862701416
qwen3_4b/followup_triggers/unc_all_pos/9/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,9,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,440,28,28,0,0,0,0,440,1.0,0.02517162471395884,,2,35,0.45454545454545453,0.07954545454545454,1,1,0.22727272727272727,0.22727272727272727,21,338,4.7727272727272725,0.7681818181818182,1,0,0.0,4.7727272727272725,3,38,0.6818181818181818,0.08636363636363636,1,0,0.0,0.6818181818181818,0,0,0.0,0.0,0,0,0.0,0.0,2,29,0.45454545454545453,0.0659090909090909,1,0,0.0,0.45454545454545453,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,11,2.5,True,False,-3.3625926971435547,15.314720153808594,21.95258331298828,-2.2846174240112305,29.602563858032227,19.796245574951172,-3.2704455852508545
qwen3_4b/followup_triggers/unc_all_pos/9/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,9,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,Yes,Yes,No,0,0,436,23,23,0,0,0,0,436,1.0,0.023094688221709014,,1,24,0.22935779816513763,0.05504587155963303,1,0,0.0,0.22935779816513763,18,368,4.128440366972477,0.8440366972477065,1,4,0.9174311926605505,3.2110091743119265,3,28,0.6880733944954128,0.06422018348623854,1,0,0.0,0.6880733944954128,0,0,0.0,0.0,0,0,0.0,0.0,1,16,0.22935779816513763,0.03669724770642202,1,0,0.0,0.22935779816513763,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,12,2.7522935779816513,True,False,-3.1843698024749756,16.074939727783203,22.110868453979492,-1.949168086051941,30.828805923461914,20.569536209106445,-1.7588980197906494
qwen3_4b/followup_triggers/unc_all_pos/10/real,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,10,real,True,,True,,stop,gpt-4o-2024-08-06,Yes,Maybe,No,0,0,197,14,14,0,0,0,0,197,1.0,0.0,,1,20,0.5076142131979695,0.10152284263959391,1,0,0.0,0.5076142131979695,9,134,4.568527918781726,0.6802030456852792,1,1,0.5076142131979695,4.060913705583756,1,13,0.5076142131979695,0.06598984771573604,1,0,0.0,0.5076142131979695,0,0,0.0,0.0,0,0,0.0,0.0,3,30,1.5228426395939085,0.15228426395939088,1,0,0.0,1.5228426395939085,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,1,0.5076142131979695,3,1.5228426395939085,True,False,-0.6772488951683044,15.393754005432129,22.488460540771484,-1.1596312522888184,30.344453811645508,20.687458038330078,-0.2001304179430008
qwen3_4b/followup_triggers/unc_all_pos/10/hypothetical,qwen3_4b,followup_triggers,unc_all_pos,0.25,True,residual_add,0.25,10,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,Yes,Yes,0,0,610,44,44,0,0,0,0,610,1.0,0.07578253706754534,,2,21,0.32786885245901637,0.03442622950819672,1,0,0.0,0.32786885245901637,24,343,3.9344262295081966,0.5622950819672131,1,3,0.4918032786885246,3.442622950819672,6,83,0.9836065573770492,0.1360655737704918,1,0,0.0,0.9836065573770492,10,130,1.639344262295082,0.21311475409836064,1,0,0.0,1.639344262295082,1,20,0.16393442622950818,0.03278688524590164,1,0,0.0,0.16393442622950818,1,13,0.16393442622950818,0.021311475409836064,1,0,0.0,0.16393442622950818,1,0.16393442622950818,0,0.0,2,0.32786885245901637,14,2.2950819672131146,True,False,-3.4111790657043457,14.962294578552246,21.86216163635254,-0.778961181640625,27.120264053344727,18.38446807861328,-3.0583689212799072
